step,epoch,lr,world_size,bs,loss,nce_12,nce_21,tau,gather,bs_local,bs_global_view,run_name,scale,objective,init,reg,sim,sigreg,V,inv,var,cov
13200,507,0.0004995694496706574,1,384,2.4219765663146973,2.4219563007354736,2.4219970703125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13300,511,0.0004994378984691047,1,384,2.3890788555145264,2.3889567852020264,2.3892009258270264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13400,515,0.0004992888584028738,1,384,2.3559060096740723,2.3559162616729736,2.35589599609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13500,519,0.0004991223399321102,1,384,2.3026020526885986,2.3023884296417236,2.3028156757354736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13600,523,0.0004989383547436532,1,384,2.2898049354553223,2.28955078125,2.2900593280792236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13700,526,0.0004987369157502165,1,384,2.3368735313415527,2.3369548320770264,2.3367919921875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13800,530,0.0004985180370894827,1,384,2.3727927207946777,2.3724772930145264,2.37310791015625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
13900,534,0.0004982817341231088,1,384,2.3453774452209473,2.3454182147979736,2.3453369140625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14000,538,0.0004980280234356511,1,384,2.363800048828125,2.3635661602020264,2.3640339374542236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14100,542,0.0004977569228333998,1,384,2.2862548828125,2.285888671875,2.28662109375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14200,546,0.0004974684513431281,1,384,2.321929931640625,2.3217976093292236,2.3220622539520264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14300,550,0.000497162629210758,1,384,2.35272216796875,2.3528034687042236,2.3526408672332764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14400,553,0.0004968394778999407,1,384,2.2955832481384277,2.29547119140625,2.2956950664520264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14500,557,0.0004964990200905466,1,384,2.347412109375,2.3475544452667236,2.3472697734832764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14600,561,0.0004961412796770781,1,384,2.3967385292053223,2.397216796875,2.3962604999542236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14700,565,0.0004957662817669899,1,384,2.3267006874084473,2.3269245624542236,2.32647705078125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14800,569,0.0004953740526789238,1,384,2.2204995155334473,2.2204182147979736,2.2205810546875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
14900,573,0.0004949646199408699,1,384,2.2598776817321777,2.26025390625,2.2595012187957764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15000,576,0.0004945380122882255,1,384,2.2119956016540527,2.21197509765625,2.2120158672332764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15100,580,0.0004940942596617859,1,384,2.36859130859375,2.3686320781707764,2.3685505390167236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15200,584,0.000493633393205638,1,384,2.2331748008728027,2.23333740234375,2.2330119609832764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15300,588,0.000493155445264977,1,384,2.2825827598571777,2.2825725078582764,2.2825927734375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15400,592,0.0004926604493838346,1,384,2.22314453125,2.223388671875,2.222900390625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15500,596,0.0004921484403027254,1,384,2.2903239727020264,2.2903239727020264,2.2903239727020264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15600,600,0.0004916194539562103,1,384,2.2636618614196777,2.2635905742645264,2.26373291015625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15700,603,0.0004910735274703725,1,384,2.2506814002990723,2.2509357929229736,2.25042724609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15800,607,0.0004905106991602119,1,384,2.181884765625,2.18206787109375,2.18170166015625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
15900,611,0.0004899310085269574,1,384,2.311309814453125,2.3111979961395264,2.3114216327667236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16000,615,0.0004893344962552931,1,384,2.2522480487823486,2.2520954608917236,2.2524006366729736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16100,619,0.0004887212042105043,1,384,2.1825053691864014,2.1827189922332764,2.1822917461395264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16200,623,0.0004880911754355366,1,384,2.1640522480010986,2.1643269062042236,2.1637775897979736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16300,626,0.00048744445414798296,1,384,2.279632568359375,2.2800090312957764,2.2792561054229736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16400,630,0.0004867810857369673,1,384,2.2278544902801514,2.2278239727020264,2.2278850078582764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16500,634,0.0004861011167599691,1,384,2.2128703594207764,2.2128703594207764,2.2128703594207764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16600,638,0.00048540459493955193,1,384,2.2978920936584473,2.2978718280792236,2.29791259765625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16700,642,0.0004846915691600154,1,384,2.2117919921875,2.2117106914520264,2.2118732929229736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16800,646,0.0004839620894639634,1,384,2.18231201171875,2.18267822265625,2.18194580078125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
16900,650,0.0004832162070487937,1,384,2.1506245136260986,2.1508991718292236,2.1503498554229736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17000,653,0.00048245397426310144,1,384,2.2089130878448486,2.2087604999542236,2.2090656757354736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17100,657,0.00048167544460300815,1,384,2.195465087890625,2.1953125,2.19561767578125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17200,661,0.000480880672708406,1,384,2.1867268085479736,2.1864216327667236,2.1870319843292236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17300,665,0.0004800697143591227,1,384,2.2223918437957764,2.2225139141082764,2.2222697734832764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17400,669,0.00047924262647100767,1,384,2.1875407695770264,2.1870524883270264,2.1880290508270264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17500,673,0.00047839946709193616,1,384,2.2223916053771973,2.22259521484375,2.2221882343292236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17600,676,0.00047754029539773707,1,384,2.1726174354553223,2.1728107929229736,2.17242431640625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17700,680,0.00047666517168803757,1,384,2.2342529296875,2.234130859375,2.234375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17800,684,0.0004757741573820327,1,384,2.1513569355010986,2.1513264179229736,2.1513874530792236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
17900,688,0.00047486731501417427,1,384,2.123443603515625,2.1231486797332764,2.1237385272979736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18000,692,0.00047394470822978196,1,384,2.15533447265625,2.155029296875,2.1556396484375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18100,696,0.00047300640178057646,1,384,2.1570839881896973,2.1573688983917236,2.15679931640625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18200,700,0.0004720524615201351,1,384,2.16387939453125,2.1640217304229736,2.1637370586395264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18300,703,0.0004710829543992701,1,384,2.1184895038604736,2.1183063983917236,2.1186726093292236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18400,707,0.0004700979484613289,1,384,2.15081787109375,2.1505126953125,2.151123046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18500,711,0.0004690975128374195,1,384,2.0880532264709473,2.087890625,2.0882160663604736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18600,715,0.00046808171774155875,1,384,2.136962890625,2.1368408203125,2.1370849609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18700,719,0.0004670506344657437,1,384,2.1075439453125,2.1075439453125,2.1075439453125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18800,723,0.0004660043353749491,1,384,2.1622109413146973,2.162109375,2.1623127460479736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
18900,726,0.00046494289390204747,1,384,2.0847373008728027,2.08465576171875,2.0848186016082764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19000,730,0.0004638663845426557,1,384,2.0774130821228027,2.0771892070770264,2.07763671875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19100,734,0.0004627748828499074,1,384,2.1261391639709473,2.1259357929229736,2.1263427734375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19200,738,0.000461668465429149,1,384,2.1290078163146973,2.12884521484375,2.1291706562042236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19300,742,0.0004605472099325649,1,384,2.1592917442321777,2.1593425273895264,2.15924072265625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19400,746,0.00045941119505372654,1,384,2.1638998985290527,2.16400146484375,2.1637980937957764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19500,750,0.0004582605005220694,1,384,2.1248981952667236,2.1248981952667236,2.1248981952667236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19600,753,0.0004570952070972972,1,384,2.1649880409240723,2.1646931171417236,2.165283203125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19700,757,0.0004559153965637145,1,384,2.027099609375,2.0269775390625,2.0272216796875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19800,761,0.0004547211517244872,1,384,2.1222128868103027,2.1224772930145264,2.1219482421875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
19900,765,0.00045351255639583006,1,384,2.0454001426696777,2.04534912109375,2.0454509258270264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20000,769,0.0004522896954011244,1,384,2.1738383769989014,2.1738688945770264,2.1738078594207764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20100,773,0.0004510526545649648,1,384,2.0354714393615723,2.0354206562042236,2.0355224609375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20200,776,0.00044980152070713615,1,384,2.1635844707489014,2.1635539531707764,2.1636149883270264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20300,780,0.0004485363816365206,1,384,2.1168315410614014,2.1165568828582764,2.1171061992645264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20400,784,0.0004472573261449342,1,384,2.062835693359375,2.0630290508270264,2.0626423358917236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20500,788,0.00044596444400089554,1,384,2.0164794921875,2.01678466796875,2.01617431640625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20600,792,0.0004446578259433245,1,384,2.10546875,2.10577392578125,2.10516357421875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20700,796,0.0004433375636751747,1,384,2.118438720703125,2.1183879375457764,2.1184895038604736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20800,800,0.0004420037498569983,1,384,2.0808308124542236,2.0809528827667236,2.0807087421417236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
20900,803,0.0004406564781004411,1,384,2.09478759765625,2.0946044921875,2.094970703125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21000,807,0.000439295842961674,1,384,2.0585224628448486,2.0586140155792236,2.0584309101104736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21100,811,0.00043792193993475587,1,384,2.120697021484375,2.1209309101104736,2.1204631328582764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21200,815,0.0004365348654449318,1,384,2.06072998046875,2.0605671405792236,2.0608928203582764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21300,819,0.0004351347168418642,1,384,1.999664306640625,1.9995523691177368,1.9997762441635132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21400,823,0.000433721592392804,1,384,2.0108437538146973,2.0111286640167236,2.01055908203125,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21500,826,0.00043229559127568956,1,384,2.0225627422332764,2.0225017070770264,2.0226237773895264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21600,830,0.0004308568135721894,1,384,2.0603432655334473,2.0605671405792236,2.06011962890625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21700,834,0.0004294053602606763,1,384,2.0370280742645264,2.0370891094207764,2.0369670391082764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21800,838,0.0004279413332091415,1,384,1.988067626953125,1.98828125,1.98785400390625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
21900,842,0.000426464835168044,1,384,2.1199748516082764,2.1200969219207764,2.1198527812957764,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22000,846,0.0004249759697630992,1,384,1.9575908184051514,1.95733642578125,1.9578450918197632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22100,850,0.0004234748414880087,1,384,1.9755350351333618,1.9753824472427368,1.9756876230239868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22200,853,0.0004219615556971227,1,384,2.0348105430603027,2.0350749492645264,2.0345458984375,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22300,857,0.0004204362185980483,1,384,2.0263569355010986,2.0264484882354736,2.0262653827667236,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22400,861,0.00041889893724419514,1,384,2.0241191387176514,2.0243937969207764,2.0238444805145264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22500,865,0.00041734981952726145,1,384,1.9229837656021118,1.9228922128677368,1.9230753183364868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22600,869,0.0004157889741696617,1,384,2.07305908203125,2.0732014179229736,2.0729167461395264,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22700,873,0.00041421651071689767,1,384,1.99432373046875,1.9945474863052368,1.9940999746322632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22800,876,0.00041263253952986877,1,384,2.04815673828125,2.0481364727020264,2.0481770038604736,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
22900,880,0.00041103717177712627,1,384,1.9443155527114868,1.9443765878677368,1.9442545175552368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23000,884,0.00040943051942707206,1,384,1.95123291015625,1.9511312246322632,1.9513345956802368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23100,888,0.0004078126952400997,1,384,2.0021462440490723,2.0021564960479736,2.00213623046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23200,892,0.0004061838127606807,1,384,1.970703125,1.9705404043197632,1.9708658456802368,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23300,896,0.0004045439863093963,1,384,1.9495136737823486,1.949462890625,1.9495645761489868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23400,900,0.0004028933309749125,1,384,1.9503682851791382,1.9502156972885132,1.9505208730697632,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23500,903,0.0004012319626059038,1,384,1.9874370098114014,1.9875081777572632,1.98736572265625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23600,907,0.00039955999780292277,1,384,1.968536376953125,1.9686685800552368,1.9684041738510132,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23700,911,0.0003978775539102158,1,384,1.9511311054229736,1.9512125253677368,1.9510498046875,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23800,915,0.00039618474900748776,1,384,1.9753010272979736,1.9753824472427368,1.9752197265625,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
23900,919,0.0003944817019016155,1,384,1.9772135019302368,1.9771524667739868,1.9772745370864868,0.2,1.0,384.0,384.0,geometry-fixedcompute-10k-infonce-random-50ksteps,10k,infonce,random,,,,,,,
